id,name,income,loanAmount,creditScore,monthsEmployed,numCreditLines,totalCreditLimit,totalBalance,pastDuePayments,educationLevel,employmentStatus,maritalStatus,gender,age_group,ethnicity,riskProbability,decision
LP-19455,User 9455,35354.00900525823,19743.583335037507,721,314,12,1000.0,15390.852964078362,3,Master,Employed,Divorced,Male,18-25,Group D,0.039015260124319794,Reject
LP-19456,User 9456,65627.1623961303,1648.8569104339895,346,89,2,12245.291042102246,11170.961857523724,3,PhD,Unemployed,Single,Female,18-25,Group B,0.018447694094733263,Reject
LP-19457,User 9457,51047.45537455137,10251.15919217934,825,91,13,1000.0,15916.475407297477,7,Master,Employed,Single,Male,18-25,Group C,0.1280911187996702,Reject
LP-19458,User 9458,70909.20480964505,12778.048386096201,846,168,1,21357.131646458372,12691.722498001172,2,PhD,Employed,Divorced,Male,26-40,Group A,0.4113174089554821,Approve
LP-19459,User 9459,45971.60199846053,26042.378879018757,640,200,12,32208.77608076915,19273.202913527588,3,PhD,Self-Employed,Single,Other,26-40,Group B,0.06183974051705931,Reject
LP-19460,User 9460,57624.89310324198,35621.872557000475,328,128,13,3874.461158137492,27487.509902578233,4,High School,Employed,Married,Male,41-60,Group B,0.012707053066454633,Reject
LP-19461,User 9461,49187.8753664294,18428.98032785314,334,171,11,41291.13444384883,8824.469877169266,9,Bachelor,Self-Employed,Married,Male,18-25,Group D,0.009895542030389308,Reject
LP-19462,User 9462,48075.75475918842,1000.0,544,364,9,18822.32990283217,10906.89238117146,1,Master,Self-Employed,Single,Female,26-40,Group B,0.15880330873964096,Reject
LP-19463,User 9463,55178.608564513794,3209.4002685689884,516,320,11,28115.973337648604,6237.063468944805,9,High School,Unemployed,Single,Male,26-40,Group B,0.19506223787117927,Reject
LP-19464,User 9464,60736.14938449807,26592.884512826662,470,137,14,45686.22169173884,0.0,7,Master,Self-Employed,Single,Female,26-40,Group A,0.02692219049035967,Reject
LP-19465,User 9465,25008.701761519897,8012.4377988881015,679,20,8,10480.612344073535,9584.234337212214,2,Bachelor,Employed,Divorced,Other,41-60,Group D,0.08135385534358609,Reject
LP-19466,User 9466,78672.67217635756,22782.909780719623,659,46,7,22572.946368524295,15104.888429316812,0,Bachelor,Self-Employed,Single,Male,26-40,Group C,0.1508830893567027,Reject
LP-19467,User 9467,15000.0,18580.725508878833,334,93,13,26039.256134400697,0.0,6,Master,Unemployed,Single,Male,18-25,Group C,0.00042176922483656414,Reject
LP-19468,User 9468,36303.75780522208,15450.5461990587,632,468,2,32484.472729581834,7837.3244159403575,4,Master,Employed,Divorced,Male,18-25,Group A,0.05254996696424507,Reject
LP-19469,User 9469,48114.61858470199,17784.043462490095,377,225,1,24151.136428371647,2754.4988786572903,4,Master,Unemployed,Single,Male,26-40,Group D,0.03596394363435724,Reject
LP-19470,User 9470,58247.11938171896,16827.66130116173,542,384,13,39554.698841118545,27324.632283481667,2,PhD,Unemployed,Single,Female,26-40,Group B,0.08971254165856422,Reject
LP-19471,User 9471,81523.45055482758,1764.5774055136808,546,75,6,18200.71676641672,20845.23884554796,1,Bachelor,Self-Employed,Married,Male,26-40,Group A,0.20407913757230878,Reject
LP-19472,User 9472,15000.0,12152.36491949066,530,377,5,46982.370509577966,15720.413281584846,9,Bachelor,Self-Employed,Single,Female,41-60,Group A,0.011307259311728872,Reject
LP-19473,User 9473,39846.117432205785,36356.33199561286,366,96,10,16739.918670298837,17409.61304114948,7,Master,Employed,Single,Female,41-60,Group D,0.002909823039092905,Reject
LP-19474,User 9474,15000.0,3992.63574432114,512,359,2,58050.957079471016,2411.9607168369694,3,PhD,Employed,Single,Female,26-40,Group D,0.04920988984166678,Reject
LP-19475,User 9475,50632.43947820496,3695.9590708933265,330,363,5,42169.63418085208,4220.1777341809475,4,High School,Unemployed,Single,Female,41-60,Group B,0.05720502129099496,Reject
LP-19476,User 9476,55433.671690000614,10485.034641831297,802,165,9,32257.045955502814,5830.079315748851,8,Bachelor,Employed,Married,Female,41-60,Group C,0.21680810852196722,Reject
LP-19477,User 9477,81815.91484342505,33946.63529809776,350,189,10,5730.46601143607,21411.66273227858,2,Bachelor,Employed,Divorced,Female,41-60,Group C,0.023611085746513546,Reject
LP-19478,User 9478,52412.695217869084,5935.74817845576,782,253,9,23041.07160797528,7636.94592076194,9,Bachelor,Employed,Married,Male,26-40,Group A,0.37666804634278367,Reject
LP-19479,User 9479,70880.5025888476,10140.03091374368,425,227,12,20604.703535710094,8527.55721054255,2,Master,Self-Employed,Divorced,Female,26-40,Group C,0.06877301316522429,Reject
LP-19480,User 9480,61676.74163078118,4833.409644198246,472,53,8,23312.030692591557,6806.435571693031,7,High School,Unemployed,Divorced,Male,60+,Group B,0.1030869237157848,Reject
LP-19481,User 9481,41295.036059896636,9779.711133652512,673,394,5,60034.708787805386,12327.955418379817,3,High School,Employed,Married,Male,26-40,Group C,0.2266993111697737,Reject
LP-19482,User 9482,21820.785064159212,12210.101715986226,499,48,9,41311.74965776554,19763.40461885919,0,High School,Unemployed,Divorced,Female,41-60,Group C,0.011333389587640564,Reject
LP-19483,User 9483,55500.045965836216,19925.67097038506,566,434,2,22211.72689967129,0.0,8,High School,Employed,Single,Female,26-40,Group B,0.08759454269650832,Reject
LP-19484,User 9484,20157.959657092724,1000.0,689,430,5,8843.88297806932,3788.032838923569,9,Master,Employed,Married,Female,18-25,Group C,0.0937449658238427,Reject
LP-19485,User 9485,75904.14145339288,17468.989328658492,535,293,9,4541.393844197435,2357.839494370278,4,Master,Unemployed,Married,Male,26-40,Group B,0.16090324632711975,Reject
LP-19486,User 9486,46758.75795926352,5145.275811982474,493,65,4,16255.06088043268,6391.30373004473,3,Bachelor,Unemployed,Married,Female,26-40,Group B,0.05659395921776768,Reject
LP-19487,User 9487,73903.54823022833,19468.762902240163,726,177,7,47136.44205705455,0.0,4,High School,Employed,Married,Female,26-40,Group A,0.16544758836821677,Reject
LP-19488,User 9488,40395.71131735201,1000.0,610,29,9,1000.0,12449.324177795743,4,PhD,Self-Employed,Married,Female,41-60,Group B,0.10353849549629218,Reject
LP-19489,User 9489,55377.01572801984,12220.606771711471,571,6,2,58171.36696425987,13604.902566769657,1,PhD,Unemployed,Divorced,Female,18-25,Group D,0.021925031141513045,Reject
LP-19490,User 9490,54186.977146693775,5794.178686310215,785,152,14,47537.9992709308,8770.613166691623,5,PhD,Self-Employed,Married,Male,18-25,Group A,0.15979421202505606,Reject
LP-19491,User 9491,49099.11763978152,16025.89027262084,585,18,9,61157.52723301122,14535.20408423539,2,Bachelor,Unemployed,Divorced,Male,26-40,Group B,0.06916638022071149,Reject
LP-19492,User 9492,41346.809732068155,30733.80898163724,513,281,13,43858.253778315026,12705.047928108503,6,PhD,Unemployed,Married,Male,26-40,Group B,0.023333466975111752,Reject
LP-19493,User 9493,57849.120369410404,20935.527280283306,773,293,7,18771.09952600006,22708.269635814293,3,Master,Employed,Divorced,Female,41-60,Group B,0.16199708577779146,Reject
LP-19494,User 9494,31476.734730335833,21245.650063577996,532,455,6,4604.773810420775,5601.357743630789,2,Bachelor,Self-Employed,Divorced,Male,41-60,Group C,0.0393269577561982,Reject
LP-19495,User 9495,25811.293420818827,14288.60947565306,785,197,6,24979.05260087876,3528.964987803877,5,Master,Employed,Single,Male,18-25,Group C,0.03745396088861193,Reject
LP-19496,User 9496,74856.53786653656,13039.16877611803,611,59,11,21396.476170047834,8520.370205893958,4,PhD,Self-Employed,Married,Female,26-40,Group B,0.10658798224468007,Reject
LP-19497,User 9497,64543.35977784201,13597.68010909876,729,475,1,54251.32218097587,0.0,6,Bachelor,Self-Employed,Single,Female,41-60,Group C,0.28143928254924705,Reject
LP-19498,User 9498,51317.8321720448,12484.782104273207,476,369,12,28195.68692454261,17480.5617265714,2,Bachelor,Self-Employed,Divorced,Female,41-60,Group D,0.06879896223614147,Reject
LP-19499,User 9499,83302.84765087563,8753.266199994883,430,232,10,8897.815603011088,7285.867750468666,5,Bachelor,Employed,Single,Female,26-40,Group D,0.0904020300338365,Reject
LP-19500,User 9500,44644.6896255031,7664.902667798704,527,23,7,1000.0,7931.903366722554,2,Master,Unemployed,Single,Female,26-40,Group B,0.04967003721808875,Reject
LP-19501,User 9501,76454.06439977959,7480.025450232879,465,442,5,33996.260718681595,12219.841232285438,4,Master,Employed,Married,Male,18-25,Group D,0.09389371384217643,Reject
LP-19502,User 9502,53511.481698516436,12128.368811274247,798,86,4,55284.41538908149,6562.28072353228,8,PhD,Employed,Single,Female,26-40,Group B,0.16751379321123094,Reject
LP-19503,User 9503,29504.984998472195,5472.11085913689,551,339,10,37640.19528524544,4519.866119757811,7,High School,Employed,Single,Male,41-60,Group A,0.1297534068822661,Reject
LP-19504,User 9504,86960.803835417,17050.81546258382,704,255,3,34914.75149160448,8497.199614974374,8,Bachelor,Unemployed,Single,Male,26-40,Group A,0.3317006393500002,Reject
LP-19505,User 9505,69814.21693248171,1000.0,412,256,7,37423.375877833285,20970.015615672648,8,Bachelor,Unemployed,Divorced,Male,60+,Group A,0.15019866795504952,Reject
LP-19506,User 9506,47579.57937980871,18547.434472519526,830,35,14,26853.514081547408,13997.06223535338,5,High School,Unemployed,Divorced,Male,41-60,Group B,0.165245739741876,Reject
LP-19507,User 9507,64543.42519067899,14758.63642419822,427,117,1,42571.09939765191,7547.396014939513,4,Master,Self-Employed,Married,Female,60+,Group A,0.04076534134206826,Reject
LP-19508,User 9508,41925.93132004186,31544.585519204964,544,338,13,21921.460516180774,24207.684415739583,9,High School,Employed,Married,Male,18-25,Group C,0.01109737320218876,Reject
LP-19509,User 9509,66582.98070119084,27985.287455108046,497,460,8,33535.209085452814,21016.745175746535,2,PhD,Employed,Married,Female,26-40,Group B,0.06508459737973978,Reject
LP-19510,User 9510,15000.0,4401.985709603827,467,356,14,43344.209293933825,8221.336471161261,4,High School,Unemployed,Single,Female,18-25,Group C,0.013910770970804856,Reject
LP-19511,User 9511,29603.973326108127,14819.063851248748,722,27,5,43231.532938385615,8725.480859664052,8,Master,Self-Employed,Divorced,Male,26-40,Group C,0.06341226971388214,Reject
LP-19512,User 9512,69585.19488573926,18293.774899885913,343,324,6,24645.98612112259,7371.62514753928,1,PhD,Self-Employed,Married,Female,18-25,Group D,0.015298970052248508,Reject
LP-19513,User 9513,45006.88923562161,8933.37134408749,846,54,9,20331.95565967534,12265.419587753036,5,PhD,Employed,Single,Female,41-60,Group A,0.1882062628004381,Reject
LP-19514,User 9514,54150.84589777484,5925.29307912872,468,348,1,28423.472478091044,6390.648292679081,6,High School,Self-Employed,Married,Female,41-60,Group D,0.09525437649375307,Reject
LP-19515,User 9515,23064.28675769131,17374.294338266605,604,252,10,42429.09438332691,14681.748083158456,8,High School,Self-Employed,Divorced,Male,18-25,Group B,0.009797605505487443,Reject
LP-19516,User 9516,86957.33991404207,21601.339883695615,701,475,8,44411.719409142825,0.0,7,Bachelor,Unemployed,Single,Female,41-60,Group B,0.2863159834599078,Reject
LP-19517,User 9517,73810.59287435353,15310.095240815726,316,62,4,19805.37178729866,0.0,0,High School,Employed,Divorced,Male,26-40,Group C,0.042276826561774096,Reject
LP-19518,User 9518,45986.295632493406,13294.205435715736,821,265,8,27020.888306946148,7927.156843739129,4,Bachelor,Employed,Divorced,Male,26-40,Group C,0.2890867728596589,Reject
LP-19519,User 9519,41906.08286273347,13158.732249702494,386,250,5,50270.43043902167,22516.048924150746,9,PhD,Employed,Married,Male,60+,Group C,0.04303146197562794,Reject
LP-19520,User 9520,70592.08722839385,3684.483658064313,692,368,9,47131.51853562009,14128.981033322874,5,High School,Self-Employed,Married,Male,26-40,Group A,0.42890020204455426,Approve
LP-19521,User 9521,89649.40900337856,22018.976019834416,633,60,10,46213.21346777964,12680.134609941406,5,Bachelor,Unemployed,Single,Male,18-25,Group D,0.07194295139746498,Reject
LP-19522,User 9522,69075.20511622707,17055.33549152365,831,415,9,21795.180695619616,10567.98613161655,7,High School,Unemployed,Divorced,Male,26-40,Group B,0.4658893286303533,Approve
LP-19523,User 9523,93436.05334793203,16252.72094322562,577,313,7,25221.1368896353,383.77239441446727,0,PhD,Self-Employed,Divorced,Female,26-40,Group C,0.17752239563224972,Reject
LP-19524,User 9524,31552.97341876164,19782.841137198368,663,34,5,24058.931182527595,0.0,2,High School,Employed,Married,Male,18-25,Group B,0.013236555731574428,Reject
LP-19525,User 9525,33612.263390024185,41322.92001754376,426,412,5,15186.052360256173,6203.658938292114,8,Master,Employed,Single,Male,60+,Group A,0.0043996806714370245,Reject
LP-19526,User 9526,26221.177638933026,33835.735382543106,707,95,4,47805.77823146556,14608.567684624883,2,Master,Unemployed,Married,Male,41-60,Group B,0.006486257974078767,Reject
LP-19527,User 9527,58835.21299298959,19505.99026285891,550,188,6,33826.71490402008,8831.22547451561,2,Bachelor,Unemployed,Divorced,Female,18-25,Group C,0.02169619339765806,Reject
LP-19528,User 9528,53512.0709960874,8825.308477025115,792,267,14,30581.963834602426,8789.672696381276,3,High School,Employed,Married,Female,26-40,Group C,0.25553398216996076,Reject
LP-19529,User 9529,46960.97753056028,23624.30756918798,394,59,5,43827.957008837606,11048.229934037174,1,Bachelor,Employed,Single,Male,26-40,Group B,0.018548903550000818,Reject
LP-19530,User 9530,66185.17256246597,12775.06752912269,412,378,6,45637.45535090763,0.0,8,Master,Unemployed,Married,Female,26-40,Group A,0.07185654199492969,Reject
LP-19531,User 9531,74646.57210429329,16313.047519707168,748,284,1,49861.48598745656,8462.74370546597,0,Master,Unemployed,Married,Female,41-60,Group D,0.24082060028990818,Reject
LP-19532,User 9532,19486.75181426316,23486.379208985316,559,218,9,34132.76672538211,17215.147326999293,6,Master,Employed,Single,Female,41-60,Group C,0.0030270059046402353,Reject
LP-19533,User 9533,38060.55944197769,20128.376725784925,405,110,13,20628.193934992763,22506.893109892007,3,PhD,Self-Employed,Divorced,Female,18-25,Group B,0.004091359575517459,Reject
LP-19534,User 9534,66402.8718824612,16923.379684303654,328,234,7,27435.81202285621,21816.990128003454,9,Bachelor,Self-Employed,Married,Male,26-40,Group A,0.050368234549978345,Reject
LP-19535,User 9535,40645.226322828355,20830.386711734205,348,207,12,18442.084529322034,4910.406456854313,4,High School,Self-Employed,Married,Female,41-60,Group A,0.011197116763226659,Reject
LP-19536,User 9536,34035.87847283692,25944.270614000234,339,153,6,30622.20799054426,10945.987623142864,1,High School,Employed,Married,Female,18-25,Group B,0.0015556381867870832,Reject
LP-19537,User 9537,70370.7485530079,1818.71608611601,822,263,14,24417.46632746348,10572.273604074526,5,High School,Unemployed,Divorced,Male,18-25,Group B,0.3064150060247484,Reject
LP-19538,User 9538,24209.9986055204,20483.91804643386,678,370,14,48395.42632298988,2719.470293055102,0,Bachelor,Unemployed,Divorced,Male,18-25,Group C,0.013568560953516126,Reject
LP-19539,User 9539,43968.4038441779,6006.237325192455,446,140,13,28347.723311461046,5356.825456362338,9,High School,Employed,Married,Female,41-60,Group A,0.04780227742934877,Reject
LP-19540,User 9540,56572.88051609617,19414.814758459248,529,138,10,30692.33519042483,442.4903849628372,1,Bachelor,Unemployed,Single,Male,26-40,Group D,0.07084634443955264,Reject
LP-19541,User 9541,38523.601721797626,3206.723837733771,329,363,4,25359.133812304633,1527.8395424551254,9,Bachelor,Self-Employed,Single,Other,41-60,Group D,0.07706191355251928,Reject
LP-19542,User 9542,65663.1131202635,15333.515018140704,755,41,10,20991.939186241412,20012.456749529047,8,PhD,Self-Employed,Married,Female,41-60,Group A,0.14501600617238045,Reject
LP-19543,User 9543,38622.46049605262,16266.413369073485,796,275,8,34495.64740901798,23151.471967766127,6,PhD,Employed,Married,Female,18-25,Group C,0.04828129597802481,Reject
LP-19544,User 9544,78172.38986891838,14081.433491576985,690,163,2,9019.989379670376,2856.8520106228098,1,PhD,Employed,Divorced,Male,60+,Group A,0.26586809644177484,Reject
LP-19545,User 9545,47485.07405008455,21630.44885593366,626,17,9,53600.04446457179,9439.095209986315,9,Master,Self-Employed,Single,Female,18-25,Group D,0.013184474955806848,Reject
LP-19546,User 9546,63425.40273410707,11836.716834356306,568,232,10,19580.74434096562,19107.64321637521,8,High School,Employed,Divorced,Male,26-40,Group B,0.16212607857844363,Reject
LP-19547,User 9547,64920.479059656325,12594.256704671987,490,195,11,65063.67986506759,6291.166700062567,0,Master,Employed,Divorced,Female,26-40,Group C,0.06973239626873556,Reject
LP-19548,User 9548,37449.19994511855,14159.264199756437,629,281,9,37285.484969962796,5002.5957071039165,4,High School,Unemployed,Married,Other,41-60,Group D,0.10531925918250723,Reject
LP-19549,User 9549,15000.0,8367.042905133389,457,163,1,34037.534732344,8889.66032056914,0,Master,Self-Employed,Divorced,Male,41-60,Group D,0.01792912468220532,Reject
LP-19550,User 9550,57215.1150932767,10480.071783203664,589,386,13,39108.803233290535,12749.404386563783,5,Master,Employed,Married,Male,18-25,Group B,0.09220567548632412,Reject
LP-19551,User 9551,51445.76694249739,22220.72970092389,368,303,4,41428.83143525674,10356.596234387107,2,PhD,Employed,Single,Female,41-60,Group C,0.02155383367498616,Reject
LP-19552,User 9552,61116.520551502545,22690.98978067956,348,165,6,39194.349790447275,15964.194636378477,6,Bachelor,Self-Employed,Single,Female,26-40,Group C,0.019859228056716523,Reject
LP-19553,User 9553,45469.45055234324,7155.28373971569,810,177,2,24533.32177052757,6870.299602501484,2,High School,Self-Employed,Divorced,Male,26-40,Group D,0.32170532972176596,Reject
LP-19554,User 9554,41391.446023985685,21762.525976572935,668,259,2,11551.839690074728,6802.676668773365,4,Bachelor,Employed,Married,Male,26-40,Group B,0.08336273491610849,Reject
LP-19555,User 9555,90169.460219634,1000.0,431,381,8,9120.94772103093,6517.015247029213,3,High School,Employed,Single,Female,18-25,Group C,0.06727938260144672,Reject
LP-19556,User 9556,20552.918769784446,11798.329704010384,589,238,2,27297.9363612729,11518.287195945139,1,PhD,Employed,Divorced,Female,41-60,Group B,0.023941568569716735,Reject
LP-19557,User 9557,64679.00956728477,3654.804597033468,845,458,13,21376.217984211256,18761.1953919332,8,Bachelor,Self-Employed,Married,Female,26-40,Group D,0.509315155903208,Approve
LP-19558,User 9558,38507.96283633218,15768.701251008093,450,333,11,30613.164403524246,6779.653033013918,4,Bachelor,Self-Employed,Married,Female,18-25,Group B,0.011487029065891089,Reject
LP-19559,User 9559,43284.42764519156,15070.408740155946,315,219,6,7764.304695948162,33305.83244084594,1,Bachelor,Unemployed,Married,Male,41-60,Group A,0.026948778586800698,Reject
LP-19560,User 9560,43657.94334852068,29009.5393917146,724,178,11,1000.0,8354.678461064059,5,PhD,Self-Employed,Single,Male,26-40,Group A,0.06346890998102314,Reject
LP-19561,User 9561,33931.31451657486,28167.794445966843,429,348,2,12977.413068702288,637.1649215696689,3,Bachelor,Employed,Single,Male,26-40,Group D,0.012876065684571296,Reject
LP-19562,User 9562,61424.48420472479,10539.324757128374,570,241,6,14759.259482985988,11648.015263968115,9,High School,Self-Employed,Single,Male,41-60,Group A,0.16893199722452892,Reject
LP-19563,User 9563,77812.87191899915,15477.094377575362,660,64,6,9660.67849127679,0.0,6,Bachelor,Unemployed,Divorced,Male,26-40,Group A,0.1940768381395165,Reject
LP-19564,User 9564,59400.27322493323,6178.542150724863,476,343,1,36309.84873638681,9682.687469978126,9,High School,Self-Employed,Divorced,Male,18-25,Group C,0.06631893001866597,Reject
LP-19565,User 9565,52067.6399242419,8452.8342049414,562,239,12,5805.240053069094,8482.100956673894,1,Master,Employed,Married,Female,18-25,Group A,0.038434922088012385,Reject
LP-19566,User 9566,30271.19001801507,1000.0,625,302,5,35788.45924209013,9534.660416470471,5,PhD,Self-Employed,Divorced,Female,26-40,Group B,0.15902417034288568,Reject
LP-19567,User 9567,60336.50531648902,20643.887898565903,801,139,6,4691.235606172904,10364.218039097339,8,Master,Employed,Married,Female,26-40,Group B,0.14888101112273294,Reject
LP-19568,User 9568,93126.99263458597,7671.525242349762,817,361,14,1000.0,7213.3322129338385,3,Master,Self-Employed,Divorced,Female,26-40,Group A,0.49179624419253615,Approve
LP-19569,User 9569,42386.10752409815,7530.33963948458,612,305,4,10738.562363574016,12124.961277859898,3,High School,Self-Employed,Married,Female,41-60,Group B,0.11826833300869653,Reject
LP-19570,User 9570,42480.32841296268,10272.261969465118,738,370,1,41851.0228925685,16139.85935441015,0,PhD,Employed,Single,Female,41-60,Group C,0.18665427285322442,Reject
LP-19571,User 9571,38778.217380380054,10140.388028193644,581,176,10,22249.69096097556,9187.694821246745,1,High School,Employed,Married,Male,26-40,Group B,0.09811310986955706,Reject
LP-19572,User 9572,40211.71531011159,6052.600247913959,345,385,9,18000.5079094745,0.0,9,Bachelor,Self-Employed,Single,Male,41-60,Group C,0.07287102010969698,Reject
LP-19573,User 9573,15000.0,22994.518347188838,474,204,12,30942.083926395986,14502.602953431946,1,PhD,Employed,Divorced,Female,41-60,Group B,0.0007002900374658639,Reject
LP-19574,User 9574,58100.70771711426,15443.516451133994,668,435,5,36595.189575315795,4123.122744433756,3,High School,Unemployed,Divorced,Male,26-40,Group C,0.259142521825048,Reject
LP-19575,User 9575,33088.956472907725,8198.5184006514,797,463,5,19145.373302656084,947.2109981666163,9,High School,Unemployed,Single,Male,26-40,Group D,0.3472663515826314,Reject
LP-19576,User 9576,17794.737624163998,14300.56873946955,605,454,13,64432.31158260699,6528.031818812489,0,High School,Self-Employed,Divorced,Female,26-40,Group D,0.01975314006192555,Reject
LP-19577,User 9577,65063.79899465098,13089.311760579263,700,310,3,9215.961608405352,14004.429222087705,4,High School,Unemployed,Divorced,Female,41-60,Group B,0.20055757798895518,Reject
LP-19578,User 9578,28359.64429916128,13201.486762687819,712,47,8,28635.178332252905,0.0,1,Bachelor,Unemployed,Divorced,Female,18-25,Group C,0.01617968200242849,Reject
LP-19579,User 9579,43226.61892232485,20848.450452854755,496,336,12,60043.81373100604,15698.387227186287,9,PhD,Unemployed,Single,Male,41-60,Group D,0.0524469657552594,Reject
LP-19580,User 9580,79328.8478237716,18741.693339347814,360,355,1,21164.350143108037,13355.36384557587,2,Master,Employed,Single,Female,41-60,Group A,0.05608792802607271,Reject
LP-19581,User 9581,21815.68403950973,34179.74230519777,556,79,2,50116.060021127996,0.0,4,Bachelor,Self-Employed,Divorced,Female,18-25,Group A,0.0002865214683305781,Reject
LP-19582,User 9582,19348.03530804476,5247.778199268914,529,428,5,51810.931043445555,2977.4375723186577,2,PhD,Unemployed,Single,Female,18-25,Group A,0.024116739472893806,Reject
LP-19583,User 9583,55386.12379124676,31852.435605992687,323,446,11,17222.933879633412,11089.785509580803,8,Bachelor,Self-Employed,Divorced,Female,60+,Group A,0.016119208281557443,Reject
LP-19584,User 9584,72989.74728020738,18428.668601718782,318,38,5,16794.158579059585,13356.718325860995,5,Bachelor,Employed,Married,Female,41-60,Group B,0.021754613279913244,Reject
LP-19585,User 9585,18513.16564536074,14117.272293211649,321,444,12,24986.87377665832,1585.9728469056972,3,PhD,Unemployed,Divorced,Other,41-60,Group D,0.009661353991240467,Reject
LP-19586,User 9586,58153.79473674354,5916.660532455577,780,313,6,30929.696878144867,7220.818332951474,4,High School,Unemployed,Married,Female,41-60,Group B,0.31330615355455793,Reject
LP-19587,User 9587,61619.99079923384,9149.240569010133,306,340,5,46975.873945495114,7192.535926644501,1,Master,Self-Employed,Single,Other,60+,Group A,0.07191342072287137,Reject
LP-19588,User 9588,15000.0,16279.931868829699,538,252,14,41206.46406849642,12441.951364835897,2,Bachelor,Employed,Married,Female,26-40,Group C,0.0039929593933018155,Reject
LP-19589,User 9589,65970.0267581444,4239.126368186942,501,464,1,35394.756437571705,9235.359862794488,3,Bachelor,Self-Employed,Single,Male,26-40,Group D,0.2541080723294759,Reject
LP-19590,User 9590,67532.11759684359,14056.152101278993,593,465,1,21115.020066285353,16831.496410937416,2,Master,Employed,Married,Male,18-25,Group B,0.11357862364681633,Reject
LP-19591,User 9591,43764.2885348795,33751.678899473205,496,403,12,16346.505374147531,12385.100056855188,5,PhD,Employed,Single,Female,18-25,Group A,0.005971470055486595,Reject
LP-19592,User 9592,75046.92724596016,17668.567652160684,582,355,4,24981.242534993387,6810.180614497145,9,High School,Employed,Married,Male,18-25,Group C,0.08888459009304105,Reject
LP-19593,User 9593,72729.1114864969,19507.611833218634,424,220,14,29666.695002666318,3693.270144212068,5,High School,Employed,Divorced,Male,18-25,Group C,0.02993624464001497,Reject
LP-19594,User 9594,52062.358514344094,4726.773459574131,365,119,4,31538.14588828064,0.0,1,PhD,Employed,Married,Female,26-40,Group D,0.039846453448470986,Reject
LP-19595,User 9595,40971.092193501325,19862.631465247512,327,18,11,23605.7576536265,0.0,9,High School,Unemployed,Divorced,Male,41-60,Group C,0.012292320249963927,Reject
LP-19596,User 9596,30543.44214834086,1000.0,622,381,7,35792.09917109609,7614.008851350049,8,PhD,Employed,Married,Female,26-40,Group A,0.18080683972609057,Reject
LP-19597,User 9597,49248.729812676174,1000.0,700,476,1,33313.87437188705,29096.6987935782,8,PhD,Unemployed,Divorced,Male,41-60,Group A,0.454093100034689,Approve
LP-19598,User 9598,61395.17839408358,19558.308049676903,588,446,9,35361.33132106308,9173.712748915485,2,PhD,Employed,Divorced,Male,18-25,Group A,0.0742803439487178,Reject
LP-19599,User 9599,43516.462779187175,16317.642968737015,699,472,1,1000.0,0.0,0,PhD,Unemployed,Married,Male,41-60,Group C,0.20916163112005587,Reject
LP-19600,User 9600,15000.0,28826.13694789407,485,95,9,35099.70510403844,5443.212788614418,8,PhD,Unemployed,Married,Female,26-40,Group B,0.00018316174184554053,Reject
LP-19601,User 9601,75374.27789153141,1000.0,845,94,10,31071.483575571063,8634.545577123643,4,Bachelor,Employed,Divorced,Male,26-40,Group D,0.5092474153811831,Approve
LP-19602,User 9602,53804.46443689788,23208.44535494315,329,238,8,38027.237966611465,4619.816111919993,7,PhD,Unemployed,Married,Female,26-40,Group B,0.016233339008018138,Reject
LP-19603,User 9603,42407.51006646332,12728.634667127144,393,193,7,23908.761318451285,10030.273102482848,9,High School,Self-Employed,Divorced,Male,26-40,Group D,0.04148448557062034,Reject
LP-19604,User 9604,67143.16776846576,22031.813374735357,479,64,8,28631.856990832246,22354.342156733233,4,Bachelor,Employed,Single,Female,41-60,Group A,0.03587339708454359,Reject
LP-19605,User 9605,80492.77192965512,1000.0,732,6,2,38229.26956855315,1551.1919648304574,0,Master,Unemployed,Divorced,Female,26-40,Group B,0.24709777162378935,Reject
LP-19606,User 9606,15000.0,19683.134140681235,442,333,10,6538.458535508991,4283.6490434782145,0,PhD,Employed,Divorced,Female,26-40,Group D,0.0015270690043174017,Reject
LP-19607,User 9607,58685.27299844143,1000.0,847,442,6,40772.364945353176,14086.35513425474,3,Master,Employed,Divorced,Male,41-60,Group D,0.6364106157335645,Approve
LP-19608,User 9608,21467.015783793056,28780.759066126222,603,429,3,11005.698122319409,1995.1536017006592,4,Master,Employed,Single,Male,41-60,Group A,0.006476425132662571,Reject
LP-19609,User 9609,59982.21013597882,9231.100329589572,737,70,6,10441.888033315732,15283.04729950894,3,Master,Self-Employed,Divorced,Female,60+,Group A,0.16412691923466624,Reject
LP-19610,User 9610,52558.54404749158,12917.53475941889,310,343,12,44917.0154537491,0.0,0,Bachelor,Unemployed,Married,Female,26-40,Group D,0.03127343890472686,Reject
LP-19611,User 9611,62714.530528810996,18571.993066965682,608,25,6,39057.344276524644,6786.336286400048,2,High School,Employed,Married,Male,41-60,Group A,0.09774174454325713,Reject
LP-19612,User 9612,40015.0477101069,5903.545459485769,468,193,9,3821.522372573465,8228.70149369834,9,Bachelor,Unemployed,Married,Female,26-40,Group D,0.054270152344191976,Reject
LP-19613,User 9613,15000.0,22372.779574978853,679,269,2,32792.63747561545,12338.161757208516,5,High School,Self-Employed,Divorced,Female,41-60,Group B,0.0023786394757073837,Reject
